site,TIMESTAMP,GPP_NT_VUT_REF,TA_F,VPD_F,SW_IN_F,PA_F,P_F,WS_F,LE_F_MDS,H_F_MDS,PPFD_IN,NETRAD
US-Ha1,2019-02-04,0.122326,7.158,3.75,140.61,99.123,0.0,1.986,-3.12195,8.05833,270.40416666666664,50.625
US-Ha1,2019-02-05,0.125411,7.25,3.267,131.335,98.871,0.3,2.43,1.85404,-10.475,252.5666666666667,41.375
US-Ha1,2019-02-06,0.441087,0.192,1.985,124.668,99.619,10.6,2.252,8.13257,33.6701,239.7458333333333,77.875
US-Ha1,2019-02-07,0.246336,-0.083,0.207,40.092,99.424,1.2,1.983,4.86335,0.537849,77.10000000000001,25.166666666666668
US-Ha1,2019-02-08,0.149,0.721,1.069,53.341,98.703,6.2,2.954,19.6609,4.85379,102.57916666666668,18.375
US-Ha1,2019-02-09,-0.189518,-6.192,2.298,160.868,100.283,0.0,3.939,43.0423,106.886,309.3625,55.958333333333336
US-Ha1,2019-02-10,0.116314,-6.071,1.963,151.621,100.599,0.0,2.058,17.2577,74.3625,291.57916666666665,57.625
US-Ha1,2019-02-11,0.0815381,-4.8,2.422,137.891,100.08,0.0,1.906,12.8568,56.8835,265.175,63.333333333333336
US-Ha1,2019-02-12,0.132122,-8.983,1.056,36.835,99.926,17.4,2.535,4.67196,-32.9401,70.83749999999999,14.25
US-Ha1,2019-02-13,0.213699,-1.654,0.569,63.225,97.713,12.1,2.569,16.4847,11.9814,121.5875,41.75
US-Ha1,2019-02-14,0.77853,-3.321,1.534,112.027,98.757,0.0,3.178,28.4802,3.98088,215.4375,46.79166666666666
US-Ha1,2019-02-15,0.0371604,2.808,1.207,41.11,98.343,1.1,2.474,1.51321,-31.775,79.05833333333334,19.125
US-Ha1,2019-02-16,0.680872,-1.787,2.283,167.208,98.382,0.0,2.602,26.5191,83.8542,321.5541666666666,64.08333333333333
US-Ha1,2019-02-17,0.366793,-4.633,2.393,178.631,99.17,0.0,1.519,7.67613,61.5891,343.5208333333333,82.625
US-Ha1,2019-02-18,0.151713,-5.079,0.636,19.606,98.792,4.5,1.826,5.73179,-9.36298,37.70416666666667,6.416666666666667
US-Ha1,2019-02-19,0.457086,-8.725,1.627,153.272,100.434,0.0,2.463,22.979,58.7333,294.75416666666666,82.04166666666667
US-Ha1,2019-02-20,0.17859,-7.971,1.32,81.664,100.517,2.5,1.345,4.16436,17.9471,157.04583333333332,37.125
US-Ha1,2019-02-21,0.388978,-0.679,1.375,106.102,98.808,9.1,2.454,17.8182,28.7387,204.04166666666663,63.25
US-Ha1,2019-02-22,0.506926,0.542,2.752,143.019,99.94,0.0,2.103,13.7775,57.65,275.0375,65.08333333333333
US-Ha1,2019-02-23,0.357511,-1.683,2.407,128.986,100.328,0.0,1.274,5.72753,32.7189,248.05,53.958333333333336
US-Ha1,2019-02-24,0.24418,0.721,0.616,25.588,97.9,9.5,2.677,5.04612,-14.9376,49.208333333333336,20.541666666666668
US-Ha1,2019-02-25,0.0915249,-2.696,1.943,83.965,97.623,1.4,5.43,29.8679,35.9546,161.47083333333333,33.291666666666664
US-Ha1,2019-02-26,-0.00255018,-8.308,1.987,204.096,99.628,0.0,3.977,29.5713,117.301,392.4916666666666,72.16666666666667
US-Ha1,2019-02-27,0.175078,-11.733,1.181,134.106,99.914,0.9,1.63,9.46938,79.8653,257.8958333333333,51.458333333333336
US-Ha1,2019-02-28,0.118017,-8.167,1.311,132.609,99.47,2.1,1.704,23.4865,69.3458,255.01666666666668,6.75
US-Ha1,2019-03-01,0.670685,-4.733,1.927,199.069,100.004,0.0,1.192,5.31289,67.3187,382.825,100.875
US-Ha1,2019-03-02,0.766343,-2.033,1.74,76.553,99.203,0.9,1.428,8.17961,18.5314,147.21666666666667,38.625
US-Ha1,2019-03-03,0.782639,-0.3,2.198,144.668,99.114,3.9,1.308,7.45791,52.7625,278.2083333333333,65.83333333333333
US-Ha1,2019-03-04,0.641287,-2.8,1.143,42.146,98.174,8.4,2.605,24.3832,1.075,81.05,-3.875
US-Ha1,2019-03-05,0.8181,-8.379,1.681,217.347,98.806,0.0,1.992,12.6463,82.4292,417.9750000000001,88.70833333333333
US-Ha1,2019-03-06,0.119854,-10.375,1.564,186.578,99.02,0.0,2.898,18.782,100.079,358.8041666666666,65.66666666666667
US-Ha1,2019-03-07,0.30089,-10.45,1.478,187.976,99.642,0.0,2.235,10.297,78.6167,361.4916666666666,64.58333333333333
US-Ha1,2019-03-08,0.584687,-6.158,2.047,202.458,99.938,0.0,1.89,4.571,65.0875,389.3416666666667,80.33333333333333
US-Ha1,2019-03-09,0.431185,-0.746,3.675,231.16,99.974,0.0,1.945,10.7107,64.9417,444.5375,94.875
US-Ha1,2019-03-10,0.481357,-1.133,0.805,30.019,99.479,10.5,3.057,1.58812,-36.9064,57.72916666666666,9.041666666666666
US-Ha1,2019-03-11,0.576799,2.096,2.59,174.534,98.797,0.0,3.174,32.8921,29.4036,335.64166666666665,73.875
US-Ha1,2019-03-12,0.258107,-0.596,2.571,139.416,99.34,0.0,2.649,19.3332,58.7058,268.1083333333333,43.0
US-Ha1,2019-03-13,0.572165,0.171,3.658,180.594,99.992,0.0,1.388,7.73326,55.8836,347.2958333333333,92.125
US-Ha1,2019-03-14,0.798959,4.887,3.634,140.892,99.674,0.0,1.782,1.87664,44.9708,270.94583333333327,86.54166666666667
US-Ha1,2019-03-15,0.267418,10.908,1.825,96.997,98.287,0.0,2.822,-7.53975,-13.5597,186.53333333333333,48.125
US-Ha1,2019-03-16,0.334878,2.429,3.294,171.721,98.531,0.0,4.265,33.5962,77.0342,330.2333333333333,67.375
US-Ha1,2019-03-17,0.491264,-2.533,2.809,194.213,99.286,0.0,3.057,30.8098,110.8,373.4875,82.20833333333333
US-Ha1,2019-03-18,0.563115,-2.492,3.085,252.772,99.736,0.0,1.926,26.8701,130.0,486.1,109.79166666666669
US-Ha1,2019-03-19,0.485254,-0.979,2.998,197.253,100.166,0.0,1.796,18.62,78.8251,379.3333333333333,85.0
US-Ha1,2019-03-20,0.721185,2.825,4.492,241.789,100.102,0.0,1.996,9.44377,64.7817,464.9791666666667,117.41666666666669
US-Ha1,2019-03-21,0.659605,3.363,2.844,81.839,99.295,0.3,2.367,3.22187,13.2292,157.38333333333333,36.375
US-Ha1,2019-03-22,-0.673824,1.058,0.486,50.369,96.757,14.9,3.851,6.76786,-8.25177,96.8625,15.916666666666666
US-Ha1,2019-03-23,0.626331,-0.896,2.072,222.027,97.923,3.3,3.963,67.7625,61.9162,426.975,105.125
US-Ha1,2019-03-24,0.886813,3.913,5.583,212.871,99.05,0.0,2.949,24.7459,42.4917,409.3666666666666,91.91666666666669
US-Ha1,2019-03-25,1.07042,2.479,4.819,252.282,99.143,0.0,2.295,26.0039,101.812,485.1583333333333,115.29166666666669
US-Ha1,2019-03-26,0.75135,-0.871,4.248,282.477,99.835,0.0,2.577,19.6199,113.257,543.225,119.5
US-Ha1,2019-03-27,0.841785,0.354,4.695,269.351,100.561,0.0,1.571,13.9573,92.025,517.9833333333332,125.91666666666669
US-Ha1,2019-03-28,0.884623,3.1,3.737,249.771,100.053,0.0,2.806,16.5787,86.8196,480.32916666666665,132.70833333333334
US-Ha1,2019-03-29,0.579873,5.875,1.179,70.222,99.323,3.5,1.678,6.294,17.2333,135.04166666666666,31.0
US-Ha1,2019-03-30,0.777095,10.321,4.271,132.128,99.14,0.3,2.765,21.4963,18.2225,254.0916666666667,58.79166666666666
US-Ha1,2019-03-31,0.403312,8.046,2.131,51.406,98.078,9.3,3.382,11.369,-23.2729,98.85833333333332,9.0
US-Ha1,2019-04-01,0.661197,-0.342,3.072,272.627,99.263,0.0,2.961,56.9343,157.487,524.2833333333333,128.91666666666666
US-Ha1,2019-04-02,1.0874,2.121,4.539,256.886,100.095,0.0,2.134,17.9792,100.404,494.0125000000001,143.04166666666666
US-Ha1,2019-04-03,1.1397,5.2,4.544,218.526,98.862,0.6,3.38,52.3901,67.1042,420.2416666666666,110.58333333333331
US-Ha1,2019-04-04,1.25175,2.062,5.049,290.19,99.958,0.0,3.465,43.3138,176.808,558.0583333333334,134.75
US-Ha1,2019-04-05,0.834672,0.358,3.468,147.433,100.387,3.6,1.549,10.3971,69.9573,283.525,79.125
US-Ha1,2019-04-06,1.19602,5.762,2.339,203.069,99.627,1.2,1.703,44.404,110.06,390.5166666666667,129.08333333333334
US-Ha1,2019-04-07,1.16547,10.658,5.431,197.83,99.635,0.0,1.519,21.7499,76.9683,380.4416666666666,120.70833333333331
US-Ha1,2019-04-08,0.894692,2.967,0.629,37.163,98.684,15.4,2.471,5.77979,1.08647,71.46666666666668,27.0
US-Ha1,2019-04-09,0.582178,0.858,0.13,48.41,98.027,7.2,1.712,12.2941,0.841555,93.09583333333336,39.5
US-Ha1,2019-04-10,1.45627,1.142,1.5,137.895,98.472,0.6,2.561,43.775,36.1756,265.18333333333334,56.708333333333336
US-Ha1,2019-04-11,1.26987,3.075,4.729,251.609,99.712,0.0,1.783,38.5289,116.442,483.8625,138.83333333333334
US-Ha1,2019-04-12,0.886875,6.775,2.525,58.275,99.85,10.8,1.936,0.361073,10.1474,112.06666666666668,36.583333333333336
US-Ha1,2019-04-13,1.12768,15.667,3.667,172.785,99.037,10.6,2.409,43.7158,37.2864,332.27916666666664,99.45833333333331
US-Ha1,2019-04-14,1.72135,15.033,7.369,156.678,98.49,3.9,1.861,24.5909,27.2901,301.3041666666667,94.79166666666669
US-Ha1,2019-04-15,1.18257,9.883,1.686,116.51,96.94,25.6,3.541,56.8227,-8.29831,224.0583333333333,59.208333333333336
US-Ha1,2019-04-16,1.80467,6.05,5.615,317.285,98.521,0.0,3.315,81.0107,169.806,610.1625,173.0
US-Ha1,2019-04-17,2.6367,8.075,7.111,323.171,99.462,0.0,1.438,49.9897,157.398,621.4833333333332,177.16666666666666
US-Ha1,2019-04-18,1.88488,6.808,2.842,55.744,99.346,0.6,2.582,20.021,-3.06667,107.2,25.416666666666668
US-Ha1,2019-04-19,1.73106,17.033,3.744,108.756,98.326,9.5,3.618,11.3296,21.1667,209.14583333333331,74.25
US-Ha1,2019-04-20,-0.0706985,17.213,1.964,59.033,98.471,27.7,3.535,19.0592,-43.7583,113.525,30.166666666666668
US-Ha1,2019-04-21,1.87734,13.396,2.327,146.07,99.084,1.5,1.526,43.9448,58.9167,280.90416666666664,73.79166666666667
US-Ha1,2019-04-22,2.46943,12.487,1.697,130.912,99.175,22.6,2.344,24.0271,21.0804,251.75416666666663,87.04166666666667
US-Ha1,2019-04-23,2.37972,12.729,2.928,196.69,98.623,7.7,2.543,42.138,50.6667,378.25,129.08333333333334
US-Ha1,2019-04-24,1.30946,9.408,3.15,260.854,98.171,0.3,2.429,88.2943,145.464,501.64166666666665,159.29166666666666
US-Ha1,2019-04-25,2.18712,9.904,5.74,320.225,98.742,0.0,1.796,31.2443,148.248,615.8166666666667,199.08333333333331
US-Ha1,2019-04-26,1.3325,6.354,0.584,36.339,98.067,58.1,3.358,5.32783,-6.50099,69.88333333333334,27.08333333333333
US-Ha1,2019-04-27,1.12024,4.279,1.859,94.946,97.358,6.0,3.299,37.4519,11.4911,182.5875,59.833333333333336
US-Ha1,2019-04-28,1.74926,4.987,2.179,121.318,99.017,0.3,1.746,27.0072,28.6678,233.30416666666667,43.958333333333336
US-Ha1,2019-04-29,1.87615,7.025,6.005,305.279,100.044,0.9,1.77,46.9781,149.283,587.0749999999999,181.79166666666663
US-Ha1,2019-04-30,1.44874,5.275,1.105,78.204,99.906,4.4,1.426,18.3507,15.9359,150.39166666666665,24.08333333333333
US-Ha1,2019-05-01,1.01137,7.529,4.047,87.414,100.256,0.8,1.252,20.4619,20.3568,168.10416666666666,58.79166666666666
US-Ha1,2019-05-02,1.34577,6.383,0.202,49.051,99.623,4.6,2.06,8.88487,9.93265,94.32916666666664,36.29166666666666
US-Ha1,2019-05-03,0.858512,8.133,0.163,59.289,99.336,9.3,1.427,11.9571,16.6248,114.01666666666668,44.66666666666666
US-Ha1,2019-05-04,0.00814862,13.075,0.766,78.379,98.672,2.3,0.862,14.8125,9.26975,150.72916666666666,40.79166666666666
US-Ha1,2019-05-05,0.883742,10.713,1.127,69.94,98.688,1.8,2.056,18.1534,16.4023,134.5,39.25
US-Ha1,2019-05-06,2.8432,11.671,5.33,301.178,99.067,0.0,2.278,42.9598,100.113,579.1875,186.95833333333331
US-Ha1,2019-05-07,1.09194,12.742,3.988,185.946,99.443,5.3,1.933,22.304,68.3333,357.5874999999999,112.20833333333331
US-Ha1,2019-05-08,3.10291,11.775,7.294,331.918,99.792,0.0,2.555,64.2524,135.385,638.3041666666667,181.91666666666663
US-Ha1,2019-05-09,3.2325,10.392,7.977,225.934,100.06,0.0,2.411,29.3279,117.611,434.4875,153.58333333333334
US-Ha1,2019-05-10,0.738418,11.304,2.015,39.724,99.163,1.4,2.412,13.3133,98.018,76.39166666666667,20.416666666666668
US-Ha1,2019-05-11,3.68752,11.7,6.763,315.779,98.988,0.0,2.647,71.7357,179.895,607.2666666666668,181.54166666666663
US-Ha1,2019-05-12,1.68955,5.038,1.707,50.995,99.089,10.3,1.406,20.5743,170.532,98.06666666666668,23.125
US-Ha1,2019-05-14,2.79741,4.033,0.822,82.81,98.442,2.3,1.477,26.7457,94.1794,159.25,51.458333333333336
US-Ha1,2019-05-15,3.27857,8.325,3.281,209.137,98.356,1.0,1.635,54.2674,163.745,402.1875,123.375
US-Ha1,2019-05-16,3.49049,12.025,5.815,242.194,98.469,0.3,1.266,56.3857,97.9637,465.7583333333334,130.45833333333334
US-Ha1,2019-05-17,1.63676,12.692,3.61,67.669,98.286,2.9,1.402,16.0403,-10.1249,130.13333333333333,13.458333333333334
US-Ha1,2019-05-18,3.88787,14.596,9.832,358.928,98.87,0.0,2.153,82.6869,172.299,690.2458333333334,206.79166666666663
US-Ha1,2019-05-19,3.15339,16.092,4.636,195.823,99.069,11.4,2.274,35.104,51.1583,376.5833333333333,125.45833333333331
US-Ha1,2019-05-20,2.9526,20.287,6.79,191.752,98.279,2.5,2.339,65.4937,44.7417,368.7541666666666,119.29166666666669
US-Ha1,2019-05-21,3.40798,12.825,7.969,323.267,98.554,0.0,3.036,119.813,192.7,621.6666666666666,179.04166666666666
US-Ha1,2019-05-22,6.30761,13.588,9.772,348.853,99.627,0.0,2.532,62.8781,151.233,670.8708333333334,194.25
US-Ha1,2019-05-23,5.8076,13.554,3.465,206.941,99.151,9.3,2.168,30.6302,88.8,397.9625,137.0
US-Ha1,2019-05-24,6.2963,15.025,5.197,216.023,98.627,0.3,2.812,81.3244,68.35,415.4291666666666,122.58333333333331
US-Ha1,2019-05-25,6.36181,14.946,7.641,305.639,99.483,2.8,1.86,58.0377,111.91,587.7666666666668,193.54166666666663
US-Ha1,2019-05-26,4.16967,19.696,11.065,292.795,98.642,0.0,2.537,99.1067,92.7583,563.0666666666667,185.75
US-Ha1,2019-05-27,6.31686,18.513,11.443,329.604,98.799,0.0,2.327,73.9249,114.646,633.8541666666666,190.08333333333331
US-Ha1,2019-05-28,3.64389,9.075,2.59,61.986,98.657,10.3,2.686,21.5548,3.15017,119.20416666666664,24.5
US-Ha1,2019-05-29,6.49974,9.312,1.401,149.262,98.26,0.0,1.645,29.8591,52.4625,287.0416666666667,94.54166666666669
US-Ha1,2019-05-30,6.25637,13.475,1.721,148.789,98.203,2.3,1.448,31.4107,56.3359,286.1333333333334,112.20833333333331
US-Ha1,2019-05-31,9.03806,17.675,7.528,271.813,98.195,0.9,1.556,105.525,72.5333,522.7166666666667,174.66666666666666
US-Ha1,2019-06-01,9.14758,17.412,8.868,262.336,98.5,0.0,1.558,72.4948,78.2583,504.4916666666666,172.875
US-Ha1,2019-06-02,7.89965,16.129,2.937,169.654,98.103,13.5,1.428,38.4527,51.2042,326.2583333333334,120.54166666666669
US-Ha1,2019-06-03,8.42299,12.0,6.986,304.278,98.499,0.0,2.351,142.024,83.5072,585.15,171.66666666666666
US-Ha1,2019-06-04,8.75305,12.642,7.76,315.319,99.066,0.0,1.755,94.7051,118.954,606.3833333333333,197.25
US-Ha1,2019-06-05,10.1768,19.279,8.969,272.799,98.458,13.3,1.851,56.2612,81.4542,524.6125,193.16666666666663
US-Ha1,2019-06-06,10.7294,20.304,6.904,286.16,98.222,3.0,2.042,105.746,58.0667,550.3083333333333,179.875
US-Ha1,2019-06-07,9.4653,19.746,13.046,349.093,98.844,0.0,1.326,112.72,97.8551,671.3333333333334,208.5
US-Ha1,2019-06-08,9.38091,20.179,15.525,371.373,99.602,0.0,1.619,104.924,78.7125,714.1791666666667,212.25
US-Ha1,2019-06-09,10.8514,18.654,12.155,355.903,100.083,0.0,1.159,86.5231,94.6282,684.4291666666667,220.91666666666663
US-Ha1,2019-06-10,10.8276,19.162,10.466,304.583,99.457,1.7,1.901,90.1451,82.2545,585.7375000000001,205.58333333333331
US-Ha1,2019-06-11,9.57993,17.996,5.521,232.553,98.7,8.4,2.998,57.618,41.8042,447.2166666666667,129.58333333333334
US-Ha1,2019-06-12,12.4406,16.613,9.577,363.861,99.53,0.0,1.584,98.031,98.7541,699.7333333333332,219.5
US-Ha1,2019-06-13,7.55712,10.333,1.331,65.293,98.755,9.3,1.963,15.0348,5.76103,125.5625,28.916666666666668
US-Ha1,2019-06-14,10.2395,13.846,4.019,164.716,98.506,0.6,2.758,43.7023,24.5944,316.7625,109.54166666666669
US-Ha1,2019-06-15,11.9641,18.679,10.333,327.42,99.078,0.0,2.146,97.4643,78.5542,629.6541666666667,216.25
US-Ha1,2019-06-16,4.59295,16.958,1.212,49.077,98.65,17.2,1.126,9.215,-7.83146,94.37916666666666,27.83333333333333
US-Ha1,2019-06-17,13.9032,18.867,6.903,322.229,98.956,0.0,1.571,98.9545,66.6853,619.6708333333333,193.58333333333331
US-Ha1,2019-06-18,7.84864,17.279,3.1,101.4,98.923,3.2,1.074,29.1361,9.70833,195.0,58.125
US-Ha1,2019-06-19,12.1648,19.721,4.014,181.526,98.588,0.0,1.156,61.2045,48.7625,349.0874999999999,132.20833333333334
US-Ha1,2019-06-20,3.52696,19.467,0.941,42.074,97.789,4.8,1.583,6.65401,37.308,80.9125,31.125
US-Ha1,2019-06-21,11.0168,17.488,3.624,123.957,97.726,1.4,2.359,56.3435,-6.39583,238.3791666666667,57.91666666666666
US-Ha1,2019-06-22,14.2796,18.596,10.464,316.448,98.541,0.0,2.245,160.879,28.7417,608.5541666666667,179.95833333333334
US-Ha1,2019-06-23,11.6662,20.546,13.029,355.026,98.735,0.0,1.843,155.991,55.9792,682.7416666666667,210.375
US-Ha1,2019-06-24,14.7153,21.192,12.723,311.803,98.634,0.0,1.42,143.795,70.8625,599.6208333333334,192.875
US-Ha1,2019-06-25,5.7369,19.054,2.666,65.535,98.722,25.1,2.23,26.3949,74.4775,126.02916666666664,24.666666666666668
US-Ha1,2019-06-26,14.0073,22.013,8.274,339.352,99.142,1.6,1.388,128.294,202.394,652.6,204.08333333333331
US-Ha1,2019-06-27,12.167,22.096,11.04,225.102,99.489,0.0,1.551,173.576,54.5583,432.8875,219.75
US-Ha1,2019-06-28,13.5102,24.108,16.415,206.804,99.568,0.0,1.493,160.87,48.6622,397.7,214.20833333333331
US-Ha1,2019-06-29,15.2623,22.163,6.628,185.469,98.916,4.0,1.254,89.4194,11.95,356.6708333333333,103.54166666666669
US-Ha1,2019-06-30,12.0334,17.721,3.393,162.634,98.329,4.7,2.068,83.0887,12.9773,312.7583333333334,73.45833333333333
US-Ha1,2019-07-01,15.7294,20.412,8.676,331.316,98.7,0.0,1.965,150.066,66.7924,637.1458333333334,201.0
US-Ha1,2019-07-02,12.8309,21.054,7.568,215.39,98.442,0.0,1.382,113.994,17.1987,414.2125,134.25
US-Ha1,2019-07-03,14.2427,24.112,13.453,329.777,98.718,0.0,1.279,141.146,34.5935,634.1875,203.83333333333331
US-Ha1,2019-07-04,12.7432,24.288,12.312,222.77,99.418,0.0,1.055,91.7757,22.4292,428.4041666666667,149.41666666666666
US-Ha1,2019-07-05,13.6649,24.571,13.107,320.86,99.535,0.0,1.584,133.357,64.9208,617.0375,221.5
US-Ha1,2019-07-06,11.439,23.787,4.871,201.24,98.811,22.1,1.741,61.9163,69.4361,387.0,158.125
US-Ha1,2019-07-07,12.8329,20.958,9.573,322.502,98.909,0.0,1.759,141.974,37.9375,620.1958333333333,199.04166666666663
US-Ha1,2019-07-08,13.541,20.271,12.888,324.38,99.073,0.0,1.263,135.139,41.0139,623.8083333333333,195.125
US-Ha1,2019-07-09,13.2011,21.775,13.487,336.278,99.221,0.0,1.495,153.309,36.4022,646.6875,209.08333333333331
US-Ha1,2019-07-10,13.6001,23.242,12.943,294.06,99.225,0.0,1.068,112.452,38.332,565.5,188.16666666666663
US-Ha1,2019-07-11,12.6613,22.421,5.874,172.562,98.858,1.9,1.706,68.8196,32.7729,331.85,104.83333333333331
US-Ha1,2019-07-17,11.2114,23.162,5.042,137.685,98.893,39.2,1.415,58.3209,35.2671,264.77916666666664,85.125
US-Ha1,2019-07-18,12.2165,19.592,4.274,176.856,98.975,0.3,2.426,62.1503,32.775,340.1083333333333,123.91666666666669
US-Ha1,2019-07-19,12.3362,23.617,7.677,270.721,98.657,0.0,1.382,88.4947,70.7372,520.6166666666667,206.375
US-Ha1,2019-07-20,12.3154,27.542,11.15,268.766,98.493,0.0,1.583,135.696,27.5174,516.8583333333332,179.91666666666666
US-Ha1,2019-07-21,9.433,26.187,12.672,300.592,98.398,0.0,1.995,193.681,25.7049,578.0625,192.5
US-Ha1,2019-07-22,6.3862,19.708,3.996,59.767,98.647,50.1,1.938,34.3711,-7.67843,114.9375,16.916666666666668
US-Ha1,2019-07-23,10.0373,16.967,2.035,120.854,98.634,26.8,1.933,56.1712,16.6387,232.4125,69.70833333333333
US-Ha1,2019-07-24,13.2513,20.008,9.094,293.683,98.965,0.0,1.938,132.311,18.4755,564.775,170.58333333333334
US-Ha1,2019-07-25,13.2368,20.538,9.551,284.438,99.411,0.8,1.402,112.436,35.4517,546.9958333333333,127.04545454545456
US-Ha1,2019-07-26,13.0075,21.567,10.1,291.133,99.922,0.3,1.169,106.58,27.179,559.8708333333333,184.5
US-Ha1,2019-07-27,13.6046,22.196,7.642,269.778,99.861,0.0,1.327,105.413,39.1667,518.8041666666667,177.33333333333334
US-Ha1,2019-07-28,12.7112,22.742,8.291,291.012,99.287,7.0,1.557,105.504,39.5727,559.6374999999999,197.625
US-Ha1,2019-07-29,11.7725,24.179,9.317,288.264,99.016,0.0,1.452,129.965,34.7817,554.3541666666666,182.41666666666663
US-Ha1,2019-07-30,12.0174,25.817,11.093,283.439,99.075,0.0,1.501,119.966,29.3323,545.0749999999999,196.875
US-Ha1,2019-07-31,11.9462,22.762,5.858,205.131,99.144,1.1,1.27,96.6978,28.3336,394.4833333333333,101.7391304347826
US-Ha1,2019-08-01,11.7784,21.958,12.269,309.994,99.362,0.0,2.09,160.396,7.40417,596.1416666666667,176.75
US-Ha1,2019-08-02,11.8465,21.383,12.265,305.775,99.542,0.0,1.187,130.169,31.0427,588.0291666666667,187.16666666666663
US-Ha1,2019-08-03,9.4171,20.75,3.787,138.077,99.122,3.6,1.39,53.9502,13.4359,265.53333333333336,66.375
US-Ha1,2019-08-04,10.401,21.046,8.626,248.562,98.838,0.3,1.573,123.792,26.5073,478.00416666666666,149.5
US-Ha1,2019-08-13,10.7138,21.438,5.081,138.814,98.417,0.0,1.471,47.7127,19.7542,266.95,74.41666666666667
US-Ha1,2019-08-14,11.7694,20.204,6.556,215.709,98.652,0.0,1.257,74.6457,23.075,414.825,133.29166666666666
US-Ha1,2019-08-15,11.8632,20.221,6.718,208.524,99.132,0.0,1.057,81.4949,34.7658,401.0083333333334,139.54166666666666
US-Ha1,2019-08-16,12.3781,21.313,7.606,255.21,99.223,0.0,1.288,107.705,44.4292,490.7875,174.41666666666666
US-Ha1,2019-08-18,9.79056,22.237,5.25,234.728,98.993,0.6,1.291,86.3668,45.1527,451.4,217.16666666666663
US-Ha1,2019-08-19,10.6319,23.162,6.92,230.226,98.821,5.9,1.609,79.3872,17.0163,442.7416666666666,125.3076923076923
US-Ha1,2019-08-20,11.7054,21.817,11.167,284.332,99.313,0.0,1.173,109.5,27.9911,546.7916666666666,176.04166666666666
US-Ha1,2019-08-21,6.06134,21.562,3.697,91.492,98.876,5.3,1.568,27.8713,1.44583,175.94583333333335,45.29166666666666
US-Ha1,2019-08-22,6.07278,22.229,9.089,201.149,98.512,0.0,1.56,107.973,21.6641,386.825,138.53333333333333
US-Ha1,2019-08-24,9.78594,16.279,5.935,222.662,99.635,0.0,2.651,74.945,27.7917,428.1958333333334,128.91666666666666
US-Ha1,2019-08-25,9.87145,15.146,5.303,238.658,100.042,0.0,3.412,70.0498,47.9175,458.9583333333333,146.45833333333334
US-Ha1,2019-08-26,10.4813,15.4,7.425,267.538,99.764,0.0,2.137,88.3165,45.0292,514.4958333333333,159.83333333333334
US-Ha1,2019-08-27,10.1844,16.783,6.118,200.432,99.28,0.0,1.205,70.0741,40.0,385.4458333333334,124.16666666666669
US-Ha1,2019-08-28,8.22452,18.904,3.625,163.861,98.754,20.2,1.502,51.4722,28.5054,315.1166666666666,112.95833333333331
US-Ha1,2019-08-29,9.72223,19.675,6.863,260.464,98.604,0.0,1.798,91.4974,1.44408,500.8916666666667,159.33333333333334
US-Ha1,2019-08-30,9.49923,19.387,6.98,215.417,99.022,0.0,1.393,62.5428,35.175,414.2625,127.66666666666669
US-Ha1,2019-08-31,9.56036,17.471,7.834,241.555,99.746,0.0,1.496,94.1301,39.8159,464.5291666666667,138.58333333333334
US-Ha1,2019-09-01,11.3298,16.604,6.132,187.124,100.142,0.0,1.377,44.2698,21.6458,359.8541666666667,108.5
US-Ha1,2019-09-02,6.96873,17.317,2.085,68.891,99.244,0.0,1.719,14.907,0.4625,132.48333333333332,27.875
US-Ha1,2019-09-03,10.9064,18.746,5.476,229.846,99.145,0.0,1.329,55.0147,36.9667,442.0125000000001,118.29166666666669
US-Ha1,2019-09-04,8.23972,18.529,3.055,83.152,98.849,0.0,1.965,16.8779,-12.62,159.90833333333333,31.95833333333333
US-Ha1,2019-09-05,10.5762,15.008,5.095,226.791,99.256,0.0,1.3,54.2909,38.8042,436.1375,122.41666666666669
US-Ha1,2019-09-06,8.29163,14.371,3.972,113.611,98.908,0.0,2.487,27.0306,0.995833,218.48333333333332,53.29166666666666
US-Ha1,2019-09-07,8.26441,14.15,4.65,187.204,98.257,0.0,2.51,60.7412,24.9045,360.0083333333334,108.45833333333331
US-Ha1,2019-09-08,7.75076,15.179,5.167,199.273,99.075,0.0,1.583,58.7377,30.6823,383.2166666666667,108.41666666666669
US-Ha1,2019-09-09,8.89196,15.654,5.643,236.659,99.914,0.0,1.213,56.613,66.2042,455.1125,152.16666666666666
US-Ha1,2019-09-10,7.34162,16.546,3.212,108.726,100.095,0.0,1.863,18.3499,22.7833,209.0875,62.79166666666666
US-Ha1,2019-09-11,8.42323,21.158,4.964,106.609,99.367,0.0,1.905,26.361,7.25833,205.01666666666665,61.333333333333336
US-Ha1,2019-09-12,5.35535,14.875,1.585,44.9,99.577,0.0,1.52,8.02196,5.14502,86.34583333333335,-7.416666666666667
US-Ha1,2019-09-13,9.74601,12.475,4.776,227.708,100.507,0.0,2.036,49.4078,35.8917,437.8999999999999,129.65217391304347
US-Ha1,2019-09-14,5.2122,14.383,1.445,35.291,99.921,0.0,1.97,2.43903,11.8472,67.86666666666666,10.166666666666666
US-Ha1,2019-09-15,8.78548,17.883,5.547,231.887,99.38,0.0,1.703,69.5373,57.5739,445.9375,123.20833333333331
US-Ha1,2019-09-16,8.97791,15.088,6.402,234.581,99.225,0.0,2.055,69.9236,27.925,451.1166666666666,123.91666666666669
