site,TIMESTAMP,GPP_NT_VUT_REF,TA_F,VPD_F,SW_IN_F,PA_F,P_F,WS_F,LE_F_MDS,H_F_MDS,PPFD_IN,NETRAD
US-Var,2000-10-23,2.6224,15.701,13.275,144.241,99.323,0.0,1.491,36.6987,15.8514,320.5364375,31.4075
US-Var,2000-10-24,2.91881,17.417,13.553,145.474,99.766,0.0,1.271,35.0201,15.1848,323.2747708333333,32.93833333333333
US-Var,2000-10-25,2.34361,12.739,3.778,151.173,99.274,9.4,1.507,27.9223,19.6019,335.93997916666666,-17.70916666666667
US-Var,2000-10-26,2.53444,11.951,1.259,145.879,98.674,12.71,1.061,24.5069,17.9867,324.1753166666667,-6.443104166666667
US-Var,2000-10-27,2.73883,13.275,0.054,143.659,98.925,0.25,1.038,26.5328,19.5727,319.24303333333336,43.10791666666668
US-Var,2000-10-28,2.61217,11.929,0.05,134.775,99.231,35.8,1.914,24.8949,17.4882,299.4998125,-2.202541666666667
US-Var,2000-10-29,2.23703,11.21,1.804,133.555,99.459,9.64,0.958,24.8278,24.8974,296.7886458333333,8.636229166666666
US-Var,2000-10-30,1.64722,10.587,0.008,132.576,99.66,0.5,1.248,22.1758,22.9082,294.6142291666667,27.325416666666666
US-Var,2000-10-31,1.80842,9.947,1.106,134.074,100.019,0.0,1.178,27.5276,20.4946,297.94191666666666,35.01035416666667
US-Var,2000-11-01,2.16421,11.696,4.011,109.888,100.115,0.0,1.181,21.6019,13.2523,244.19554166666668,24.172708333333333
US-Var,2000-11-02,2.29374,11.912,2.777,129.251,99.574,0.0,1.105,25.6584,17.0487,287.2252291666667,31.01458333333333
US-Var,2000-11-03,2.20766,13.158,5.287,122.7,99.461,0.0,1.299,30.6705,19.5062,272.665625,26.033875
US-Var,2000-11-04,2.10272,13.292,6.133,136.843,99.484,0.0,1.336,31.5784,21.9766,304.0949583333333,22.61175
US-Var,2000-11-05,2.2065,11.704,2.754,128.936,99.485,0.0,0.933,21.2782,21.7879,286.52539583333333,32.639604166666665
US-Var,2000-11-06,1.94814,11.955,5.738,121.418,99.212,0.0,2.295,35.3236,11.0823,269.8172083333333,18.518666666666665
US-Var,2000-11-07,2.08481,10.846,6.135,112.651,99.779,0.0,1.115,23.6937,17.8019,250.33658333333327,21.7925
US-Var,2000-11-08,1.96093,12.21,4.685,110.43,99.538,0.0,1.699,23.4471,5.69889,245.3992291666667,18.084020833333334
US-Var,2000-11-09,1.57279,8.191,3.421,109.38,99.104,3.55,0.842,23.4212,26.3062,243.06741666666667,28.921458333333334
US-Var,2000-11-10,1.44221,7.445,2.539,102.571,99.183,6.1,1.323,20.1869,14.2344,227.936,12.750604166666664
US-Var,2000-11-11,1.79933,6.288,3.095,106.646,100.037,0.25,1.403,20.9554,16.802,236.9903958333333,13.2115
US-Var,2000-11-12,1.65307,5.971,4.683,113.985,100.585,0.0,1.278,24.1724,18.2761,253.30047916666663,9.916041666666668
US-Var,2000-11-13,1.37071,5.378,2.363,119.446,100.083,0.76,1.348,18.9171,3.23949,265.43502083333334,3.1988958333333346
US-Var,2000-11-14,1.79149,6.292,2.013,112.003,100.073,0.0,0.927,16.5139,14.1076,248.8963125,7.846833333333333
US-Var,2000-11-15,1.26113,5.25,1.729,111.337,100.202,0.0,1.109,16.9024,16.9602,247.4146875,17.581354166666667
US-Var,2000-11-16,1.68279,6.138,2.425,116.269,100.117,0.0,1.162,16.3238,17.0615,258.3761666666667,7.673333333333335
US-Var,2000-11-17,1.81416,6.965,4.208,110.117,100.479,0.0,1.354,19.48,8.59547,244.70533333333333,8.427000000000001
US-Var,2000-11-18,1.59846,8.139,4.473,98.457,100.785,0.0,1.215,18.2252,9.09721,218.79386875,10.3239375
US-Var,2000-11-19,1.49821,8.481,4.018,76.767,100.587,0.0,1.118,15.413,12.7514,170.59378958333335,7.331739130434781
US-Var,2000-11-20,1.57959,8.921,4.936,95.972,100.215,0.0,1.248,19.3169,9.78084,213.27175,17.522520833333335
US-Var,2000-11-21,1.57416,6.904,2.181,89.996,100.052,0.75,1.172,14.5792,3.98967,199.99201666666667,7.048479166666667
US-Var,2000-11-22,1.66507,6.613,0.888,98.376,100.352,0.25,1.016,14.6958,12.9378,218.61265416666663,4.371499999999998
US-Var,2000-11-23,1.7937,6.955,1.662,100.289,100.802,0.0,0.931,15.5963,5.95411,222.8648895833333,7.184291666666666
US-Var,2000-11-24,1.80156,7.679,1.619,103.662,100.596,0.0,0.746,16.9944,13.2837,230.3602833333333,12.934229166666668
US-Var,2000-11-25,1.44718,7.161,0.872,97.488,100.346,0.0,1.082,15.0124,11.1975,216.64069583333333,19.101375
US-Var,2000-11-26,1.38443,7.558,0.67,84.018,100.346,0.0,0.798,12.2877,7.63067,186.70565625000003,7.532645833333333
US-Var,2000-11-27,1.49175,7.873,0.858,90.089,100.348,0.0,0.877,13.1744,13.4808,200.19806875000003,21.646
US-Var,2000-11-28,1.97415,7.562,0.691,80.895,99.963,0.0,0.845,12.2562,9.4958,179.76709791666667,6.215583333333332
US-Var,2000-11-29,0.141248,8.748,1.317,85.25,99.973,17.01,1.468,16.7871,0.822046,189.44536458333332,-1.1708125
US-Var,2000-11-30,1.00279,8.335,2.749,85.713,100.331,0.0,1.44,18.1077,12.8216,190.47279375,16.752291666666665
US-Var,2000-12-01,1.5125,7.321,1.585,87.285,100.144,0.0,1.156,16.8056,3.26334,193.96593958333327,-3.008333333333333
US-Var,2000-12-02,1.87254,7.156,1.77,87.61,100.085,0.0,1.162,18.5344,13.8494,194.68918125,10.468625
US-Var,2000-12-03,2.39364,6.951,1.224,96.683,100.117,0.0,0.842,16.1354,14.6952,214.85207291666663,22.200543478260872
US-Var,2000-12-04,2.69781,6.415,0.765,79.059,100.308,0.0,0.701,16.1062,17.4205,175.68599166666664,22.28595652173913
US-Var,2000-12-05,2.35556,5.668,0.661,85.222,100.331,0.0,0.853,21.3476,20.0049,189.38208333333333,21.99476086956521
US-Var,2000-12-06,3.0403,5.793,0.0,78.218,100.348,0.0,0.906,18.7858,9.32573,173.81772291666667,5.904217391304348
US-Var,2000-12-07,3.33677,10.015,0.0,76.873,99.898,0.0,0.849,11.6585,6.73768,170.82962708333332,19.796347826086954
US-Var,2000-12-08,3.15873,11.665,3.198,74.586,99.783,0.0,0.968,19.1084,10.3216,165.74753541666666,24.237044444444447
US-Var,2000-12-09,2.79693,10.507,2.293,80.715,99.892,0.0,0.937,13.7786,6.86037,179.36696041666664,21.03729166666667
US-Var,2000-12-10,2.39208,10.701,1.249,84.563,100.073,0.0,0.851,9.10774,5.28093,187.91764791666665,9.744583333333331
US-Var,2000-12-11,2.16863,9.347,1.672,81.382,99.95,8.9,1.029,12.1996,3.35197,180.84947083333336,8.220104166666665
US-Var,2000-12-12,2.12782,7.866,1.341,66.072,99.703,5.58,1.373,19.1825,13.8462,146.82703958333332,11.911041666666668
US-Var,2000-12-13,1.91066,9.299,2.715,83.479,100.027,2.28,1.91,24.2631,0.0191276,185.50941041666667,10.534909090909094
US-Var,2000-12-14,2.19083,9.29,2.715,72.621,100.039,17.01,2.187,13.708,4.21484,161.38103958333332,10.534909090909094
US-Var,2000-12-15,3.33429,13.614,1.304,74.286,100.811,3.54,1.605,14.0817,0.942863,165.08072916666666,1.769230769230769
US-Var,2000-12-16,3.18268,7.756,1.433,70.908,100.915,0.0,0.957,11.807,1.98585,157.57313333333337,-1.0531250000000012
US-Var,2000-12-17,4.24567,7.968,3.222,78.201,100.765,0.0,1.487,14.4156,2.26337,173.78100416666666,4.8879166666666665
US-Var,2000-12-18,4.95558,7.374,2.503,72.29,100.935,0.0,0.936,13.8059,3.55521,160.64534374999997,5.908333333333335
US-Var,2000-12-19,5.70242,8.554,3.954,71.821,100.481,0.0,0.792,14.6393,2.67857,159.60157291666664,14.265
US-Var,2000-12-20,6.36346,8.204,3.226,74.574,100.052,0.0,0.778,12.8849,3.70482,165.720825,10.2636875
US-Var,2000-12-21,7.05851,7.78,1.939,66.233,99.983,0.25,1.122,8.71039,-0.362434,147.18421875,-8.7413125
US-Var,2000-12-22,8.15865,8.857,2.178,87.031,100.26,0.0,1.305,14.4194,4.19697,193.40128541666664,3.704854166666669
US-Var,2000-12-23,8.17849,7.014,1.507,66.89,100.294,0.0,1.157,8.07653,0.892428,148.64403124999998,0.1135416666666658
US-Var,2000-12-24,7.22989,4.841,0.719,78.437,100.315,0.0,1.146,8.0873,9.46607,174.3041104166667,-3.537124999999999
US-Var,2000-12-25,6.77986,5.155,1.213,80.79,100.327,0.25,1.254,7.49176,2.16506,179.53330208333333,-6.757604166666667
US-Var,2000-12-26,8.05889,7.118,3.634,77.182,100.631,0.0,1.168,12.8515,4.99536,171.516475,4.033520833333332
US-Var,2000-12-27,7.66965,7.362,3.852,67.666,100.735,0.0,1.168,13.4366,0.286845,150.36997916666667,2.2689583333333325
US-Var,2000-12-28,7.64933,7.033,2.909,67.127,100.544,0.0,1.358,11.5005,2.9235,149.17116666666666,6.046666666666667
US-Var,2000-12-29,8.62588,7.637,2.766,71.193,100.373,0.0,1.258,11.9619,6.12834,158.2065625,6.989333333333335
US-Var,2000-12-30,9.14956,7.225,2.481,68.239,100.096,0.0,1.178,10.9113,4.12499,151.64135416666667,6.861937500000001
US-Var,2000-12-31,9.90194,6.957,2.197,72.689,100.035,0.0,1.23,11.423,5.46566,161.5321,1.9635416666666656
US-Var,2001-01-01,4.45634,7.655,2.526,111.36,100.346,0.0,1.072,16.7457,8.9905,247.46608333333333,7.295833333333333
US-Var,2001-01-02,4.32689,7.766,3.613,98.65,100.796,0.0,1.177,14.3001,1.83982,219.22175,-0.6336458333333331
US-Var,2001-01-03,4.30317,8.514,4.267,120.425,100.958,0.0,0.956,18.5908,4.65753,267.61091875,7.7531875
US-Var,2001-01-04,4.27917,8.988,4.494,124.575,100.535,0.0,0.58,20.3041,7.77061,276.83335625,11.321333333333332
US-Var,2001-01-05,3.8374,8.019,3.747,119.739,100.131,0.0,1.038,19.3629,9.47126,266.085625,8.897354166666666
US-Var,2001-01-06,3.89372,8.461,4.036,110.982,99.879,0.0,1.507,18.2731,1.26434,246.6267020833333,8.736270833333334
US-Var,2001-01-07,3.21553,9.121,4.726,80.177,99.46,0.0,1.142,17.494,-2.41884,178.17043749999996,14.1258125
US-Var,2001-01-08,1.56395,8.967,1.223,38.17,99.402,0.0,1.331,18.0814,-1.07071,84.82187916666666,-0.6973333333333338
US-Var,2001-01-09,1.9572,8.508,1.2,69.969,99.656,0.0,1.625,19.5994,3.76389,155.48704375,2.342770833333333
US-Var,2001-01-10,0.736521,8.622,1.88,17.968,98.913,0.0,3.06,27.6282,-29.0522,39.92915625,-36.13545833333333
US-Var,2001-01-11,2.52563,8.877,2.855,53.76,98.827,0.0,2.94,34.8886,-15.9107,119.46645625,-3.3374999999999986
US-Var,2001-01-12,2.93355,7.872,0.654,125.254,99.65,0.0,1.424,25.3907,12.977,278.34309479166666,19.21645833333333
US-Var,2001-01-13,2.75266,8.133,0.0,90.452,100.519,0.0,1.11,19.2203,6.50627,201.00446208333327,22.341625000000004
US-Var,2001-01-14,2.6779,5.685,0.887,125.505,100.571,0.0,1.56,20.2091,14.4144,278.90108125,9.908708333333331
US-Var,2001-01-15,2.3616,4.374,3.112,124.141,100.065,0.0,1.159,17.9484,3.29992,275.86935,5.574583333333334
US-Var,2001-01-16,2.67663,4.787,5.205,134.373,100.227,0.0,1.749,22.4469,-2.38732,298.6075979166667,4.895604166666667
US-Var,2001-01-17,2.69198,3.453,3.483,132.782,100.815,0.0,1.375,21.8529,7.50523,295.07177916666666,8.802854166666666
US-Var,2001-01-18,2.49135,5.532,3.027,113.743,100.752,0.0,1.109,19.6049,7.43465,252.76298958333336,25.000708333333336
US-Var,2001-01-19,2.58798,7.905,3.374,109.799,100.575,0.0,1.061,18.1612,8.74672,243.99762083333331,19.42727083333333
US-Var,2001-01-20,2.33834,6.287,3.127,83.099,100.392,0.0,1.239,13.4471,-1.54107,184.66333333333333,0.062916666666667
US-Var,2001-01-21,2.26036,8.358,4.476,96.431,100.304,0.0,1.034,22.7431,-0.51398,214.29194375,18.3715
US-Var,2001-01-22,3.26935,10.415,5.08,131.66,100.021,0.0,1.27,28.8738,9.83261,292.5786083333333,30.33864583333333
US-Var,2001-01-23,1.70691,9.576,3.177,51.603,99.752,0.0,1.323,22.596,-5.16141,114.67257291666664,8.143645833333334
US-Var,2001-01-24,1.96421,7.274,1.234,51.17,100.029,0.0,1.282,17.9044,2.29678,113.71047083333332,-1.5116249999999996
US-Var,2001-01-25,1.66003,6.714,2.109,36.79,100.235,0.0,2.626,12.3104,-5.12918,81.75545,-7.209729166666666
US-Var,2001-01-26,2.78299,7.001,2.137,104.106,99.644,0.0,1.592,20.2944,3.46565,231.3463614583333,14.4618125
US-Var,2001-01-27,2.46743,4.838,1.732,126.728,99.398,0.0,1.006,19.2303,17.3212,281.61703854166666,27.275020833333333
US-Var,2001-01-28,2.93728,5.95,2.729,138.254,100.092,0.0,1.407,30.3221,7.09143,307.23204583333336,24.764229166666667
US-Var,2001-01-29,2.10119,7.129,2.002,73.26,100.633,0.0,1.049,32.7027,1.36156,162.800375,1.5061249999999995
US-Var,2001-01-30,2.26924,3.394,1.409,81.276,100.667,0.0,1.043,23.4062,5.57177,180.61350416666664,0.7940416666666668
US-Var,2001-01-31,3.45555,6.061,3.881,148.45,100.642,0.0,1.31,32.4556,7.49641,329.8888229166667,24.32258333333333
US-Var,2001-02-01,3.14363,7.733,4.231,130.131,100.898,0.0,1.193,32.2322,3.71386,289.17917708333334,27.41979166666667
US-Var,2001-02-02,3.35988,8.851,3.885,125.703,100.992,0.0,1.242,35.9544,9.84768,279.3399479166667,34.2539375
US-Var,2001-02-03,3.76809,10.651,4.791,151.509,100.76,0.0,1.223,47.1557,12.3452,336.68677083333336,44.037375
US-Var,2001-02-04,3.74737,12.828,4.963,149.953,100.581,0.0,1.258,53.2147,5.17413,333.2295208333333,39.607083333333335
US-Var,2001-02-05,3.9366,12.075,3.604,153.997,100.035,0.0,1.329,48.1286,5.13136,342.21515625,33.47666666666667
US-Var,2001-02-06,2.66515,7.337,2.637,102.177,99.36,0.0,1.762,35.2192,5.76256,227.0602083333333,17.378958333333333
US-Var,2001-02-07,3.6844,5.577,4.495,162.858,99.283,0.0,2.385,37.9556,15.8782,361.9060625,33.75447916666666
US-Var,2001-02-08,3.03997,5.131,4.296,156.054,99.702,0.0,1.885,35.4362,16.0083,346.786625,39.87729166666667
US-Var,2001-02-09,1.40592,6.955,3.036,36.017,99.498,0.0,3.001,35.9059,-13.6552,80.03823958333334,-19.502354166666667
US-Var,2001-02-10,2.42281,6.496,1.523,66.977,99.262,0.0,2.926,32.6347,-2.06892,148.83685416666663,-4.565354166666666
US-Var,2001-02-11,1.39414,5.85,1.395,76.738,99.154,0.0,3.075,31.6633,2.4866,170.52895833333332,1.043708333333334
US-Var,2001-02-12,2.74,4.755,1.974,62.497,99.273,0.0,1.546,20.4075,-4.8428,138.88310416666664,-11.723791666666664
US-Var,2001-02-13,3.49199,7.623,4.055,147.62,98.652,0.0,1.493,34.4313,7.59466,328.04452083333337,48.71075
US-Var,2001-02-14,3.84925,7.796,3.744,174.541,99.815,0.0,1.352,30.2026,14.7445,387.86875,46.79979166666666
US-Var,2001-02-15,4.12638,7.921,3.447,158.661,100.177,0.0,1.483,26.8665,7.72116,352.5803125,41.368875
US-Var,2001-02-16,4.33471,9.801,5.215,168.645,100.196,5.842,1.69,37.2806,4.33487,374.7656875,45.53383333333333
US-Var,2001-02-17,3.03314,10.971,5.804,55.433,99.921,0.0,1.374,22.9366,-10.9843,123.18425,13.719541666666666
US-Var,2001-02-18,3.84144,10.983,2.938,92.36,99.81,1.27,1.514,28.9166,4.66124,205.2436875,21.7879375
US-Var,2001-02-19,3.40267,10.346,2.609,77.029,99.494,13.462,2.593,35.9611,-4.73816,171.17549999999997,3.760708333333334
US-Var,2001-02-20,5.17837,10.869,3.075,91.089,100.223,1.016,2.255,34.6715,-3.83198,202.420875,21.70552083333333
US-Var,2001-02-21,5.64577,11.65,3.408,118.4,100.321,4.318,2.428,44.1979,7.29304,263.1103541666667,39.75760416666667
US-Var,2001-02-22,3.08589,8.124,1.773,71.114,99.644,12.954,1.514,22.1892,2.71059,158.0318125,4.048395833333333
US-Var,2001-02-23,6.3423,7.475,2.542,152.638,99.29,11.176,1.462,39.8368,19.214,339.19624479166663,52.557875
US-Var,2001-02-24,5.14342,7.113,1.204,39.499,99.104,15.24,2.483,16.5105,-6.98667,87.77628125000001,-18.156354166666667
US-Var,2001-02-25,5.48135,10.644,3.709,153.452,99.648,0.254,1.019,33.1386,9.50164,341.00378125,55.8355
US-Var,2001-02-26,5.81519,8.308,1.433,115.025,99.527,0.0,0.981,20.8046,11.162,255.6107708333333,28.77145833333334
US-Var,2001-02-27,4.86913,11.6,7.639,200.934,99.513,0.0,2.044,62.975,-7.60577,446.5193749999999,58.6020625
US-Var,2001-02-28,5.34561,9.36,6.445,173.745,99.471,0.0,1.742,47.0383,-5.58502,386.0991041666666,45.682875
US-Var,2001-03-01,4.90785,9.138,5.175,149.425,99.898,0.0,1.11,34.8349,6.84129,332.05502083333334,52.26875
US-Var,2001-03-02,4.72722,7.604,0.747,50.174,99.54,11.684,1.132,3.93469,5.66959,111.49710416666666,-7.480812499999999
US-Var,2001-03-03,5.11269,8.607,2.663,135.611,99.392,0.254,1.333,29.2156,5.02772,301.35745833333334,38.493833333333335
US-Var,2001-03-04,1.75492,11.649,3.885,41.11,98.896,14.986,4.643,58.516,-38.8523,91.3551875,-43.470020833333336
US-Var,2001-03-05,4.0885,13.588,2.27,61.778,99.383,4.318,2.332,31.854,-14.8017,137.28355208333335,7.14
US-Var,2001-03-06,5.47105,14.381,2.081,141.894,99.637,0.0,1.545,42.024,1.25684,315.32084375,83.48793103448278
US-Var,2001-03-07,6.20083,12.582,3.295,209.773,100.052,0.0,1.014,54.4371,13.9581,466.1627916666666,78.53439583333333
US-Var,2001-03-08,5.43165,10.696,2.022,123.848,100.179,0.0,1.021,29.3333,8.8321,275.2173125,40.724916666666665
US-Var,2001-03-09,4.75031,8.018,1.879,94.117,99.517,0.0,1.092,21.7736,7.32399,209.1498541666667,24.850687500000003
US-Var,2001-03-10,6.38302,8.561,3.65,212.955,99.285,0.0,1.273,44.7085,22.9013,473.2341666666667,78.3781875
US-Var,2001-03-11,5.72283,11.254,4.813,202.514,99.521,0.0,1.339,45.8559,10.521,450.0306875,72.71770833333333
US-Var,2001-03-12,6.16937,14.763,9.505,228.169,100.015,0.0,1.395,52.9849,7.94924,507.0414375,85.53208333333333
US-Var,2001-03-13,6.57762,19.495,20.682,225.254,100.167,0.0,1.496,50.8653,11.1093,500.56418750000006,83.224375
US-Var,2001-03-14,7.08115,19.964,19.275,226.99,100.138,0.762,1.666,61.6725,15.8708,504.4227291666666,87.65770833333333
US-Var,2001-03-15,6.34691,18.378,15.43,143.219,99.935,0.0,1.271,32.8169,4.76674,318.26441666666665,43.7475
US-Var,2001-03-16,7.03966,18.503,13.727,230.345,99.742,0.0,1.863,62.9655,16.4348,511.878,93.37479166666668
US-Var,2001-03-17,7.79014,20.251,13.224,231.072,99.954,0.0,1.404,62.102,12.1762,513.4929999999999,101.665
US-Var,2001-03-18,7.14663,22.06,12.332,233.682,100.142,0.0,1.433,56.7455,7.89435,519.2927604166667,98.72985416666666
US-Var,2001-03-19,7.20134,23.982,11.167,217.471,99.933,0.0,1.387,55.1467,2.13939,483.2697708333333,97.5878125
US-Var,2001-03-20,6.70379,24.797,8.905,186.124,99.652,0.0,1.38,52.0853,-6.19821,413.6097291666667,78.57541666666667
US-Var,2001-03-21,8.08124,23.652,5.742,226.16,99.688,0.254,1.308,66.5311,3.75233,502.5768958333333,104.52229166666666
US-Var,2001-03-22,7.50163,18.907,2.506,227.354,99.814,0.0,1.048,63.6371,17.8458,505.23025000000007,100.37070833333333
US-Var,2001-03-23,7.84548,13.194,3.567,219.519,99.837,0.0,0.919,54.173,24.0015,487.81928125,99.99770833333334
US-Var,2001-03-24,8.78033,15.003,4.844,205.638,99.756,3.556,1.302,61.7221,16.2627,456.9736145833333,102.0241875
US-Var,2001-03-25,7.65613,14.286,4.234,203.713,100.113,7.62,1.148,64.8925,17.8237,452.6958645833333,93.48870833333332
US-Var,2001-03-26,9.14994,12.407,5.896,251.999,100.085,1.016,1.609,79.6778,17.4003,559.996875,107.29627083333332
US-Var,2001-03-27,8.59343,13.605,6.389,241.951,100.06,0.508,1.185,65.447,15.536,537.66803125,109.115625
US-Var,2001-03-28,9.31369,16.802,7.156,248.495,99.885,0.0,1.374,76.7343,11.3915,552.21190625,120.454
US-Var,2001-03-29,9.3317,16.081,8.015,258.455,99.435,0.0,1.724,88.2646,8.069,574.34421875,118.0478125
US-Var,2001-03-30,8.95138,16.826,9.409,257.987,99.556,0.0,1.266,76.671,7.99299,573.3048958333334,117.36416666666666
US-Var,2001-03-31,9.00628,17.799,10.286,259.176,99.529,0.0,1.173,78.0533,6.23943,575.9461458333334,121.10104166666667
US-Var,2001-04-01,8.49157,13.893,6.034,249.033,99.096,0.0,1.368,70.2066,15.4631,553.4071875,105.73583333333332
US-Var,2001-04-02,9.14357,8.867,5.176,229.86,99.431,0.0,1.469,63.9267,24.0423,510.8001041666666,91.67097916666668
US-Var,2001-04-03,7.43565,7.343,4.724,270.571,99.698,0.0,1.058,66.3869,39.4875,601.2681249999999,120.13283333333334
US-Var,2001-04-04,7.78557,9.002,5.714,231.666,99.671,0.0,1.064,59.7737,27.4962,514.8132291666667,110.51395833333332
US-Var,2001-04-05,7.5365,11.425,6.734,268.056,99.571,0.0,1.373,72.0475,25.7138,595.6801041666666,118.68
US-Var,2001-04-06,4.63659,8.249,2.092,90.242,99.396,1.016,1.765,35.6036,5.06974,200.53875,11.940541666666668
US-Var,2001-04-07,2.65614,6.831,1.589,116.653,99.373,5.588,1.092,31.7088,14.6631,259.22934375,36.46877083333334
US-Var,2001-04-08,5.68182,7.309,3.281,244.001,100.027,0.254,1.477,59.2897,36.608,542.2253125000001,106.0318125
US-Var,2001-04-09,6.90203,8.448,5.43,243.781,99.55,0.0,1.685,71.3536,20.9443,541.7344791666666,104.77247916666666
US-Var,2001-04-10,6.45927,10.516,6.62,266.583,99.552,0.0,1.154,69.9448,25.5713,592.4074999999999,125.85229166666666
US-Var,2001-04-11,4.08975,9.338,1.938,74.724,99.69,0.254,1.739,30.3661,4.34935,166.0530208333333,11.516374999999998
US-Var,2001-04-12,7.78765,10.025,5.094,262.775,100.217,3.81,1.126,67.9105,23.2658,583.9447916666667,114.613125
US-Var,2001-04-13,7.28684,9.505,4.107,247.225,100.242,0.0,1.266,59.4704,31.2368,549.3892708333333,116.85854166666664
US-Var,2001-04-14,8.21247,10.432,4.988,262.556,100.046,0.0,1.013,66.6172,29.8729,583.456875,122.21275
US-Var,2001-04-15,8.22379,11.842,5.713,280.503,100.062,0.0,1.109,74.182,27.1005,623.3398958333333,133.41041666666666
US-Var,2001-04-16,8.82055,12.413,0.374,253.473,100.019,0.0,1.308,71.9454,20.3866,563.2736458333334,118.4368125
US-Var,2001-04-17,8.2272,16.675,0.14,277.537,100.233,1.016,1.184,73.5526,16.7159,616.7477916666667,134.65004166666665
US-Var,2001-04-18,7.42551,20.494,0.0,210.693,99.91,0.0,1.586,68.3338,5.57798,468.20583333333326,94.1021875
US-Var,2001-04-19,5.04125,14.122,3.131,115.874,99.624,0.508,1.344,42.1477,12.7474,257.49783333333335,49.66077083333332
US-Var,2001-04-20,2.66447,7.536,1.08,51.176,99.337,21.846,1.546,21.8963,-0.110049,113.72446458333332,-0.2513750000000006
US-Var,2001-04-21,8.24133,10.576,3.376,251.995,99.775,2.286,1.132,70.3245,41.0293,559.9896979166666,130.55860416666667
US-Var,2001-04-22,8.2256,13.469,5.354,284.14,100.51,0.0,1.086,77.9936,33.4114,631.4230958333334,146.63541666666666
US-Var,2001-04-23,8.69196,15.228,6.124,282.37,100.435,0.0,1.093,84.5229,31.136,627.4893875,150.99810416666665
US-Var,2001-04-24,8.1289,19.87,10.333,287.137,100.023,0.0,1.144,92.8035,12.8621,638.0824458333333,158.68608333333336
US-Var,2001-04-25,8.12452,21.934,12.774,290.126,99.667,0.0,1.119,104.796,4.12771,644.7253375,160.98229166666667
US-Var,2001-04-26,8.06767,18.986,9.766,274.062,99.563,0.0,1.095,92.3797,12.0234,609.0256125,138.41437499999998
US-Var,2001-04-27,8.34808,15.176,7.237,292.791,99.64,0.0,1.281,89.8981,25.1251,650.64689375,147.91527083333332
US-Var,2001-04-28,7.21755,14.278,5.834,214.091,99.84,0.0,1.002,63.8493,25.7925,475.75737083333325,109.16995833333333
US-Var,2001-04-29,7.58314,15.075,8.738,294.635,100.01,0.0,1.263,92.1704,30.3696,654.7434166666667,156.24239583333335
US-Var,2001-04-30,6.98253,18.459,11.047,296.651,100.087,0.0,0.928,94.7312,25.7575,659.2234791666666,164.2916875
US-Var,2001-05-01,6.76267,17.878,11.162,300.145,99.775,0.0,1.721,101.644,19.584,666.989625,152.0535
US-Var,2001-05-02,6.08057,16.712,14.838,314.25,99.554,0.0,2.702,102.541,9.11519,698.3338749999999,140.65145833333335
US-Var,2001-05-03,5.52604,17.685,15.915,316.411,99.775,0.0,2.186,100.595,13.2834,703.1359374999998,145.89854166666666
US-Var,2001-05-04,4.96882,19.587,17.792,303.008,99.812,0.0,1.119,91.3425,22.558,673.3505833333334,151.13683333333333
US-Var,2001-05-05,4.75802,20.03,16.66,302.748,99.56,0.0,1.313,89.8813,25.4658,672.7727916666666,152.62420833333334
US-Var,2001-05-06,4.20963,21.589,20.089,306.257,99.617,0.0,1.255,89.3473,22.1364,680.5715833333334,151.05020833333333
US-Var,2001-05-07,3.12729,24.153,21.897,308.527,99.785,0.0,1.178,83.6393,27.8174,685.6154166666666,153.0925
US-Var,2001-05-08,2.91272,26.319,24.446,304.703,99.569,0.0,1.179,84.6855,27.5027,677.1184791666666,151.8430625
US-Var,2001-05-09,2.49784,25.421,23.618,309.465,99.204,0.0,1.103,77.7686,41.2078,687.6992916666665,153.9943125
US-Var,2001-05-10,2.2648,24.544,21.947,307.781,99.129,0.0,0.956,66.4399,49.8449,683.9568958333333,153.38816666666665
US-Var,2001-05-11,1.9881,24.023,20.804,305.82,99.219,0.0,1.248,65.7889,49.3046,679.59975,149.81718750000002
US-Var,2001-05-12,2.24458,17.267,8.835,248.927,99.35,0.0,1.282,39.4405,61.3474,553.1707083333333,119.82652083333332
US-Var,2001-05-13,2.17043,15.734,7.612,248.683,99.727,0.0,1.035,32.0159,69.7514,552.6296854166667,115.1655
US-Var,2001-05-14,1.69119,17.59,12.85,285.189,99.91,0.0,1.074,36.3149,71.6647,633.75285625,137.4844791666667
US-Var,2001-05-15,1.5082,19.509,10.171,182.887,99.94,0.0,0.988,26.3885,50.8543,406.4157875,98.14245833333332
US-Var,2001-05-16,1.80143,19.873,12.124,305.985,99.588,0.0,1.344,41.1125,74.6906,679.96686875,142.7271458333333
US-Var,2001-05-17,1.31283,21.263,16.996,311.486,99.258,0.0,1.173,38.3372,70.4364,692.1915052083332,141.73945833333337
US-Var,2001-05-18,1.23364,22.873,18.918,307.419,99.1,0.0,1.514,43.09,76.9241,683.1539770833333,145.0076666666667
US-Var,2001-05-19,0.71034,25.814,25.847,314.78,99.237,0.0,1.463,40.1581,65.0809,699.5099864583332,141.62379166666668
US-Var,2001-05-20,0.549168,26.531,27.231,318.689,99.248,0.0,1.451,40.0777,68.4619,708.1982197916667,143.53833333333333
US-Var,2001-05-21,0.334409,28.118,30.46,316.526,99.117,0.0,1.1,37.0359,68.4028,703.3903541666667,141.85131249999998
